statement_idx	report	page_num	sent_num	statement	confidence	score	split
175	AR6_WGI	92	4	Over the past 2–3 decades, a pH decline in the ocean interior has been observed in all ocean basins	high	2	train
176	AR6_WGI	92	6	Deoxygenation is projected to continue to increase with ocean warming	high	2	train
177	AR6_WGI	92	9	The range of a smaller subset of organisms has shifted equatorward and to shallower depths	high	2	train
178	AR6_WGI	92	10	Phenological metrics associated with the life cycles of many organisms have also changed over the last two decades or longer	high	2	train
179	AR6_WGI	92	16	The Arctic Ocean is projected to become practically sea ice-free in late summer under high CO 2 emissions scenarios by the end of the 21st century	high	2	train
180	AR6_WGI	92	18	Glaciers will continue to lose mass at least for several decades even if global temperature is stabilized	very high	3	train
181	AR6_WGI	92	21	Since the late 1970s, Arctic sea ice area and thickness have decreased in both summer and winter, with sea ice becoming younger, thinner and more dynamic	very high	3	train
182	AR6_WGI	92	22	It is very likely that anthropogenic forcing, mainly due to greenhouse gas increases, was the main driver of this loss, although new evidence suggests that anthropogenic aerosol forcing has offset part of the greenhouse gas-induced losses since the 1950s	medium	1	train
183	AR6_WGI	92	24	This practically sea ice-free state will become the norm for late summer by the end of the 21st century in high CO 2 emissions scenarios	high	2	train
184	AR6_WGI	92	25	Arctic summer sea ice varies approximately linearly with global surface temperature, implying that there is no tipping point and observed/ projected losses are potentially reversible	high	2	train
185	AR6_WGI	92	29	For each additional 1°C of warming (up to 4°C above the 1850–1900 level), the global volume of perennially frozen ground to 3 m below the surface is projected to decrease by about 25% relative to the present volume	medium	1	train
186	AR6_WGI	92	30	However, these decreases may be underestimated due to an incomplete representation of relevant physical processes in ESMs	low	0	train
187	AR6_WGI	93	3	Under RCP2.6 and RCP8.5, respectively, glaciers are projected to lose 18% ± 13% and 36% ± 20% of their current mass over the 21st century	medium	1	train
188	AR6_WGI	93	6	It is virtually certain that the Greenland Ice Sheet has lost mass since the 1990s, with human influence a contributing factor	medium	1	train
189	AR6_WGI	93	10	Projections of future Greenland ice-mass loss (Box TS.4, Table 1; Figure TS.11e) are dominated by increased surface melt under all emissions scenarios	high	2	train
190	AR6_WGI	93	13	The total Antarctic ice mass losses were dominated by the West Antarctic Ice Sheet, with combined West Antarctic and Peninsula annual loss rates increasing since about 2000	very high	3	test
191	AR6_WGI	93	16	Mass losses from West Antarctic outlet glaciers, mainly induced by ice shelf basal melt (high confidence), outpace mass gain from increased snow accumulation on the continent	very high	3	train
192	AR6_WGI	93	22	Human activities were very likely the main driver of observed GMSL rise since 1971, and new observational evidence leads to an assessed sea level rise over the period 1901 to 2018 that is consistent with the sum of individual components contributing to sea level rise, including expansion due to ocean warming and melting of glaciers and ice sheets	high	2	train
193	AR6_WGI	93	24	Sea level responds to greenhouse gas (GHG) emissions more slowly than global surface temperature, leading to weaker scenario dependence over the 21st century than for global surface temperature	high	2	train
194	AR6_WGI	93	25	This slow response also leads to long-term committed sea level rise, associated with ongoing ocean heat uptake and the slow adjustment of the ice sheets, that will continue over the centuries and millennia following cessation of emissions	high	2	train
195	AR6_WGI	93	26	By 2100, GMSL is projected to rise by 0.28– 0.55 m (likely range) under SSP1-1.9 and 0.63–1.01 m (likely range) under SSP5-8.5 relative to the 1995–2014 average	medium	1	train
196	AR6_WGI	93	33	New analyses and paleo-evidence since AR5 show this rate is very likely faster than during any century over at least the last three millennia	high	2	train
197	AR6_WGI	93	34	Since AR5, there is strengthened evidence for an increase in the rate of GMSL rise since the mid-20th century, with an average rate of 2.3 [1.6–3.1] mm yr–1 over the period 1971–2018 increasing to 3.7 [3.2–4.2] mm yr–1 for the period 2006–2018	high	2	test
198	AR6_WGI	95	11	By 2300, GMSL will rise 0.3–3.1 m under low CO 2 emissions (SSP1-2.6)	low	0	train
199	AR6_WGI	95	12	Under high CO 2 emissions (SSP5-8.5), projected GMSL rise is between 1.7 and 6.8 m by 2300 in the absence of MICI and by up to 16 m considering MICI	low	0	train
200	AR6_WGI	95	19	However, over the 21st century, the majority of coastal locations have a median projected regional sea level rise within ±20% of the projected GMSL change	medium	1	train
201	AR6_WGI	95	23	Projections show that while land and ocean sinks absorb more CO 2 under high emissions scenarios than low emissions scenarios, the fraction of emissions removed from the atmosphere by natural sinks decreases with higher concentrations	high	2	train
202	AR6_WGI	96	6	The combustion of fossil fuels and land-use change for the period 1750–2019 resulted in the release of 700 ± 75 PgC (likely range, 1 PgC = 1015 g of carbon) to the atmosphere, of which about 41% ± 11% remains in the atmosphere today	high	2	train
203	AR6_WGI	96	9	During the last decade (2010–2019), average annual anthropogenic CO 2 emissions reached the highest levels in human history at 10.9 ± 0.9 PgC yr–1	high	2	train
204	AR6_WGI	96	10	Of these emissions, 46% accumulated in the atmosphere (5.1 ± 0.02 PgC yr–1), 23% (2.5 ± 0.6 PgC yr–1) was taken up by the ocean and 31% (3.4 ± 0.9 PgC yr–1) was removed by terrestrial ecosystems	high	2	train
205	AR6_WGI	96	12	This coherence between emissions and the growth in ocean and land sinks has resulted in the airborne fraction of anthropogenic CO 2 remaining at 44 ± 10% over the past 60 years	high	2	train
206	AR6_WGI	96	13	Interannual and decadal variability of the ocean and land sinks indicate that they are sensitive to changes in the growth rate of emissions as well as climate variability and are therefore also sensitive to climate change	high	2	train
207	AR6_WGI	96	15	Since the 1980s, carbon fertilization from rising atmospheric CO 2 has increased the strength of the net land CO 2 sink	medium	1	train
208	AR6_WGI	96	21	Carbon dioxide emissions-driven simulations account for uncertainty in these feedbacks, but do not significantly change the projected global surface temperature changes	high	2	train
209	AR6_WGI	96	22	Although land and ocean sinks absorb more CO 2 under high emissions than low emissions scenarios, the fraction of emissions removed from the atmosphere decreases	high	2	train
210	AR6_WGI	96	23	This means that the more CO 2 that is emitted, the less efficient the ocean and land sinks become	high	2	train
211	AR6_WGI	96	26	Under SSP3-7.0 and SSP5-8.5, the initial growth of both sinks in response to increasing atmospheric concentrations of CO 2 is subsequently limited by emerging carbon–climate feedbacks	high	2	train
212	AR6_WGI	96	30	Under SSP1-1.9, models project that combined land and ocean sinks will turn into a weak source by 2100	medium	1	train
213	AR6_WGI	98	18	The frequency and intensity of heavy precipitation events have increased over a majority of those land regions with good observational coverage	high	2	train
214	AR6_WGI	98	19	Over the past half century, key aspects of the biosphere have changed in ways that are consistent with large- scale warming: climate zones have shifted poleward, and the growing season length in the Northern Hemisphere extratropics has increased	high	2	train
